,FID,NomeEstaca,CodEstacao,Bacia,SubBacia,Operadora,Responsave,Municipio_,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEsta,COMID,new_COMID,watershed,subbasin,RT2y,RT5y,RT10y,RT25y,RT50y,RT100y
35,35,XAPURI,13550000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,XAPURI-AC,-10.6511,-68.5075,0,13330000,RIO ACRE,RHN,Ativo,159640,9067598,south_america,geoglows,1118.078745718227,1282.1981567723876,1390.8594873913983,1528.1533666841215,1630.00580935978,1731.1061895865857
36,36,CAPIXABA _Colocacao Sao Jose,13568000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CAPIXABA-AC,-10.3886,-67.9353,0,13330000,RIO ACRE,RHN,Ativo,159640,9066954,south_america,geoglows,,,,,,
37,37,ESPALHA _Seringal Belo Horizonte,13572000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-10.005,-68.5294,0,13334000,RIOZINHO DA ROLA ou RIO BRANCO,RHN,Ativo,158542,9064884,south_america,geoglows,,,,,,
38,38,RIO ROLA _Ramal do Barro Alto,13578000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-10.0567,-67.9639,0,13334000,RIOZINHO DA ROLA ou RIO BRANCO,RHN,Ativo,158700,9065310,south_america,geoglows,,,,,,
39,39,RIO BRANCO,13600002,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-9.975,-67.8008,0,13330000,RIO ACRE,RHN,Ativo,158626,9065146,south_america,geoglows,1415.8216332551517,1565.0972847441426,1663.9307549328735,1788.807106518785,1881.4475177809031,1973.4038867881054
40,40,FLORIANO PEIXOTO,13650000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,BOCA DO ACRE-AM,-9.0667,-67.3969,0,13330000,RIO ACRE,RHN,Ativo,156817,9060845,south_america,geoglows,1714.24046908261,1855.1245467562778,1948.4020649043343,2066.2584563583105,2153.691060174046,2240.4780753675764
41,41,VALPARAISO - MONTANTE,13710001,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,BOCA DO ACRE-AM,-8.6533,-67.375,0,13300000,RIO PURUS,RHN,Ativo,156153,9059088,south_america,geoglows,1772.9327809762003,1856.3539694971553,1911.5860550151497,1981.371941484556,2033.1430986389155,2084.5319856954093
42,42,LABREA,13870000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,LABREA-AM,-7.2581,-64.7975,60,13300000,RIO PURUS,RHN,Ativo,153440,9052998,south_america,geoglows,2043.2671001238884,2070.1645314200473,2087.9729713608263,2110.4739824352596,2127.1665178374883,2143.735798178548
43,43,CRISTO,13885000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,LABREA-AM,-7.4644,-64.2433,0,13360200,RIO MUCUIM,RHN,Ativo,153883,9053746,south_america,geoglows,1058.411522673501,1107.1949928498414,1139.49389489638,1180.303643254911,1210.578645874898,1240.6301026278315
44,44,ARUMA - JUSANTE,13962000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BERURI-AM,-4.7286,-62.1453,0,13300000,RIO PURUS,RHN,Ativo,148362,9041384,south_america,geoglows,1996.5757173185534,2156.1711433882556,2261.8372023026327,2395.34654785624,2494.3914072098805,2592.704934869209
45,45,BERURI,13990000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BERURI-AM,-3.8989,-61.3742,0,13300000,RIO PURUS,RHN,Ativo,147169,9038259,south_america,geoglows,1979.7111632811352,2105.954984659906,2189.539379250007,2295.1484833925347,2373.4953498451205,2451.2637153339942
46,46,MANACAPURU,14100000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MANACAPURU-AM,-3.3106,-60.6094,0,10001000,RIO SOLIMOES_AMAZONAS,RHN,Ativo,145659,9035216,south_america,geoglows,1860.534144082638,1957.0602665493807,2020.9689586374145,2101.717760509304,2161.621834574029,2221.0835863590532
47,47,CUCUI,14110000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO GABRIEL DA CACHOEIRA-AM,1.2153,-66.8525,0,14200000,RIO NEGRO,RHN,Ativo,139003,9020047,south_america,geoglows,2090.80272265692,2157.0521521769015,2200.9150390721993,2256.3359129426667,2297.4502831389636,2338.2610712794885
48,48,CURICURIARI,14330000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO GABRIEL DA CACHOEIRA-AM,-0.2006,-66.8022,0,14200000,RIO NEGRO,RHN,Ativo,140788,9024129,south_america,geoglows,1369.0398706859678,1426.5223927598297,1464.5808240920092,1512.6677529711633,1548.3413838157696,1583.7516061699391
49,49,UAICAS,14488000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.5497,-63.1692,0,14261000,RIO URARICOERA,RHN,Ativo,136406,9013696,south_america,geoglows,901.5345243821283,949.1708698263237,980.7102754855661,1020.5603981453622,1050.1234956026863,1079.46830378893
50,50,MARACA,14489000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.3528,-61.4222,0,14261000,RIO URARICOERA,RHN,Ativo,136518,9014138,south_america,geoglows,,,,,,
51,51,FAZENDA CAJUPIRANGA,14495000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.4381,-61.0367,0,14261000,RIO URARICOERA,RHN,Ativo,136363,9013872,south_america,geoglows,865.3228236066461,922.628023582104,960.569052255835,1008.5076425648111,1044.071227384107,1079.3722162755428
52,52,MOCIDADE,14500000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,3.4644,-60.9097,0,14261000,RIO URARICOERA,RHN,Ativo,136417,9013803,south_america,geoglows,687.9766670787623,749.984572057497,791.0392006392615,842.9118326860314,881.3939144015213,919.5918504661889
53,53,FAZENDA PASSARAO,14515000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,3.2078,-60.5711,0,14261000,RIO URARICOERA,RHN,Ativo,136841,9014989,south_america,geoglows,1083.4594898716086,1170.8209787192582,1228.6618859103687,1301.7440254796095,1355.9605314843686,1409.7767113191992
54,54,PONTE DO TACUTU,14527000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,NORMANDIA-RR,3.5675,-59.8883,0,14263200,RIO TACUTU,RHN,Ativo,136213,9013558,south_america,geoglows,,,,,,
55,55,VILA SURUMU,14530000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PACARAIMA-RR,4.1961,-60.7939,0,14264000,RIO SURUMU,RHN,Ativo,135584,9012159,south_america,geoglows,688.0992088828694,794.8157262097569,865.471346390721,954.7449097937872,1020.9731389457659,1086.7123492495875
56,56,FAZENDA BANDEIRA BRANCA,14540000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,UIRAMUTA-RR,4.6306,-60.4706,0,14264200,RIO COTINGO,RHN,Ativo,135026,9010956,south_america,geoglows,484.64057910929085,621.6993917741463,712.444251639078,827.1006226383788,912.1592684772565,996.5898546269873
57,57,FAZENDA PARAISO,14558000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BONFIM-RR,3.3178,-60.3447,0,14263200,RIO TACUTU,RHN,Ativo,136658,9014227,south_america,geoglows,,,,,,
58,58,BOA VISTA,14620000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,2.8267,-60.6561,0,14260000,RIO BRANCO,RHN,Ativo,137278,9015469,south_america,geoglows,653.2352991040566,784.7022912214845,871.7448793236588,981.7234201361834,1063.3117843179361,1144.2977128255652
59,59,FE E ESPERANCA,14680001,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MUCAJAI-RR,2.8708,-61.4406,0,14265400,RIO MUCAJAI,RHN,Ativo,137095,9015340,south_america,geoglows,513.9324793236389,581.559235683497,626.3340327919561,682.9071076341802,724.8762463316748,766.5354914969583
60,60,MUCAJAI,14690000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MUCAJAI-RR,2.4714,-60.9178,0,14265400,RIO MUCAJAI,RHN,Ativo,137529,9016573,south_america,geoglows,1429.5171916793565,1523.5934736472175,1585.8801581573364,1664.579549154671,1722.963253158511,1780.9158610565262
61,61,CARACARAI,14710000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARACARAI-RR,1.8214,-61.1236,0,14260000,RIO BRANCO,RHN,Ativo,138243,9018279,south_america,geoglows,753.8273431142164,872.9905720932236,951.8869984120074,1051.5728422161621,1125.525495779033,1198.9320945564061
62,62,FAZENDA ANAUA,14740000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARACARAI-RR,1.1292,-60.2236,0,14266000,RIO ANAUA,RHN,Ativo,139051,9020168,south_america,geoglows,,,,,,
63,63,BASE ALALAU,14850000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RORAINOPOLIS-RR,-0.8586,-60.52,59,14271200,RIO ALALAU,RHN,Ativo,141752,9026237,south_america,geoglows,4279.487021877779,4407.642721057828,4492.492945110351,4599.701428134297,4679.234805206844,4758.180920307508
64,64,UHE GUAPORE BARRAMENTO,15044000,1,15,00803 - CONS.GUAPORE - CONS.GUAPORE,00803 - CONS.GUAPORE - CONS.GUAPORE,PONTES E LACERDA-MT,-15.1236,-58.9622,305,15210000,RIO GUAPORE,Setor Eletrico,Ativo,167132,9084368,south_america,geoglows,,,,,,
65,65,PIMENTEIRAS,15130000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIMENTEIRAS DO OESTE-RO,-13.4858,-61.05,0,15210000,RIO GUAPORE,RHN,Ativo,164528,9078438,south_america,geoglows,690.8808177511545,728.0125529985162,752.5969926711617,783.6594973696356,806.7034378239525,829.5772254391816
66,66,PEDRAS NEGRAS,15150000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COSTA MARQUES-RO,-12.8514,-62.8992,152,15210000,RIO GUAPORE,RHN,Ativo,163534,9076251,south_america,geoglows,683.0725163604918,725.1159110830664,752.9522967058957,788.1236437331683,814.2157581477023,840.1152124851009
67,67,PRINCIPE DA BEIRA,15200000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COSTA MARQUES-RO,-12.4267,-64.4253,0,15210000,RIO GUAPORE,RHN,Ativo,162792,9074562,south_america,geoglows,1227.5090348487474,1317.9297210802467,1377.7960831290138,1453.4373902802797,1509.5524329917619,1565.253131036288
68,68,BOCA DO POMPEU - JUSANTE,15248010,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GUAJARA-MIRIM-RO,-10.9175,-65.0433,0,15221400,RIO OURO PRETO,RHN,Ativo,160342,9069155,south_america,geoglows,494.7922493148471,573.2182648130592,625.1431111456519,690.7502921369818,739.4214468560048,787.7332214085349
69,69,GUAJARA-MIRIM,15250000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GUAJARA-MIRIM-RO,-10.7925,-65.3478,109,15201000,RIO MAMORE,RHN,Ativo,159990,9068200,south_america,geoglows,1108.8820101821236,1185.599326793982,1236.3928657850129,1300.5706369512413,1348.1813738058909,1395.4405604531032
70,70,UHE JIRAU JUSANTE RIO BENI,15318000,1,15,00342 - ESBR - ESBR,00342 - ESBR - ESBR,NOVA MAMORE-RO,-10.3569,-65.3614,130,15200000,RIO MADEIRA,Setor Eletrico,Ativo,159199,9066500,south_america,geoglows,,,,,,
71,71,ABUNA,15320002,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PORTO VELHO-RO,-9.7053,-65.3667,75,15200000,RIO MADEIRA,RHN,Ativo,158371,9064511,south_america,geoglows,1990.8969889852722,2128.1938803665357,2219.0963690576423,2333.9519044966814,2419.1583018943757,2503.7355486286056
72,72,PLACIDO DE CASTRO,15324000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PLACIDO DE CASTRO-AC,-10.3378,-67.1831,0,15223000,RIO ABUNA,RHN,Ativo,159223,9066549,south_america,geoglows,1300.8885961265648,1393.2109176149418,1454.3363276705052,1531.5684453160302,1588.8636421284018,1645.7357802011863
73,73,MORADA NOVA - JUSANTE,15326000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PORTO VELHO-RO,-9.7847,-65.5275,0,15223000,RIO ABUNA,RHN,Ativo,158250,9064232,south_america,geoglows,1381.3880361717527,1484.5298727178802,1552.8187431787433,1639.1019120363298,1703.1116956859298,1766.6488411407313
