,FID,NomeEstaca,CodEstacao,Bacia,SubBacia,Operadora,Responsave,Municipio_,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEsta,COMID,new_COMID,watershed,subbasin,RT2y,RT5y,RT10y,RT25y,RT50y,RT100y
16,16,FEIJO,12650000,1,12,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,FEIJO-AC,-8.1636,-70.3564,0,12286000,RIO ENVIRA,RHN,Ativo,155061,9056986,south_america,geoglows,1675.036854754478,2039.4967643076866,2280.8009371350354,2585.6893991873517,2811.873077320913,3036.3866506793797
17,17,ENVIRA,12680000,1,12,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,ENVIRA-AM,-7.4281,-70.0225,0,12280000,RIO TARAUACA,RHN,Ativo,153661,9053768,south_america,geoglows,3575.6581521377566,3971.1179600408946,4232.946762966056,4563.768149556697,4809.190352550645,5052.800396521816
18,18,SANTOS DUMONT,12700000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,ITAMARATI-AM,-6.4403,-68.2461,0,12200000,RIO JURUA,RHN,Ativo,151940,9049584,south_america,geoglows,8788.714600839128,9980.925681412933,10770.27315446185,11767.61577917874,12507.501512142744,13241.924044995032
19,19,GAVIAO,12840000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,CARAUARI-AM,-4.8392,-66.8506,0,12200000,RIO JURUA,RHN,Ativo,148560,9041876,south_america,geoglows,8858.551576038604,9563.534696618179,10030.294865047244,10620.047575214587,11057.559825684717,11491.841554374043
20,20,FORTE DAS GRACAS,12842000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,JURUA-AM,-3.6414,-66.1031,0,12200000,RIO JURUA,RHN,Ativo,146256,9036683,south_america,geoglows,14788.657576905038,17392.606047252695,19116.646511655403,21294.976208770895,22910.985616816663,24515.062665059784
21,21,VILA BITTENCOURT,12845000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,JAPURA-AM,-1.3947,-69.4283,0,12300000,RIO CAQUETA_JAPURA,RHN,Ativo,142793,9028281,south_america,geoglows,23964.684841346138,25990.15253651504,27331.188392476295,29025.590751500476,30282.595215436246,31530.318155723366
22,22,ACANAUI,12850000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,JAPURA-AM,-1.8211,-66.6092,0,12300000,RIO CAQUETA_JAPURA,RHN,Ativo,143252,9029657,south_america,geoglows,21550.2406615677,23176.38647354835,24253.036496695448,25613.38665508568,26622.572113607486,27624.305905116264
23,23,ESTIRAO DA SANTA CRUZ,12880000,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,TEFE-AM,-4.2922,-65.2017,0,12403000,RIO TEFE,RHN,Ativo,147570,9039555,south_america,geoglows,1059.0646724328653,1212.0626433816094,1313.3606129424002,1441.3508660181706,1536.301347289435,1630.55072911145
24,24,TEFE - MISSOES,12900001,1,12,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,TEFE-AM,-3.3758,-64.6547,0,10001000,RIO SOLIMOES_AMAZONAS,RHN,Ativo,145776,9035513,south_america,geoglows,3810.7776614373743,5133.629220289461,6009.472057361697,7116.101803816814,7937.062966795423,8751.962281413566
25,25,SERINGAL MOREIRA,13100000,1,13,00100 - COHIDRO - Consultoria. Estudos e Projetos,00001 - ANA - Agencia Nacional de Aguas,COARI-AM,-5.1092,-63.9847,0,13100000,RIO COARI,RHN,Ativo,149743,9043377,south_america,geoglows,526.2182931171808,583.3100434758989,621.1097499304841,668.8697792409317,704.3008973110872,739.4703975670652
26,26,COARI,13150003,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COARI-AM,-4.0856,-63.0833,0,10001000,RIO SOLIMOES_AMAZONAS,RHN,Ativo,147051,9038419,south_america,geoglows,149473.59290330505,168562.6437173952,181201.2563494405,197170.17691434224,209016.83442600752,220776.01807818652
27,27,MANOEL URBANO,13180000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MANOEL URBANO-AC,-8.8886,-69.275,0,13300000,RIO PURUS,RHN,Ativo,156498,9060121,south_america,geoglows,3324.939746141681,4331.834325217352,4998.486149353649,5840.802496409585,6465.680880611759,7085.945260912672
28,28,SENA MADUREIRA,13310000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SENA MADUREIRA-AC,-9.0678,-68.6531,0,13329000,RIO IACO,RHN,Ativo,157009,9061299,south_america,geoglows,1868.0557466405457,2341.04901359895,2654.211712827575,3049.8936134811634,3343.433051012749,3634.8050394147353
29,29,SERINGAL GUARANY,13405000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,SENA MADUREIRA-AC,-9.1103,-68.9933,0,13329800,RIO CAETE,RHN,Ativo,157019,9061321,south_america,geoglows,640.283198682743,747.6719287003071,818.7726121736554,908.6085142264889,975.2539183128841,1041.407223196891
30,30,SERINGAL DA CARIDADE,13410000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOCA DO ACRE-AM,-9.0439,-68.5772,0,13300000,RIO PURUS,RHN,Ativo,156822,9060720,south_america,geoglows,4982.725955293006,5932.108558857307,6560.682450922967,7354.887229865012,7944.073704430717,8528.909718553326
31,31,ALDEIA DOS PATOS,13439000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ASSIS BRASIL-AC,-10.9261,-69.9233,256,13330000,RIO ACRE,RHN,Ativo,160164,9068756,south_america,geoglows,441.9244216267665,645.4917412135761,780.2710197569802,950.564995489512,1076.898794859598,1202.2997652858587
32,32,ASSIS BRASIL,13450000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ASSIS BRASIL-AC,-10.9436,-69.5656,0,13330000,RIO ACRE,RHN,Ativo,160236,9068917,south_america,geoglows,907.2909081393009,1291.0976247570552,1545.2110672823628,1866.284075554765,2104.474374628786,2340.9059139233764
33,33,BRASILEIA,13470000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BRASILEIA-AC,-11.0178,-68.745,0,13330000,RIO ACRE,RHN,Manutencao,160310,9069081,south_america,geoglows,1001.8626374755092,1318.1558382800686,1527.569458792193,1792.1641234540082,1988.4555608697551,2183.297613123657
34,34,COLONIA DOLORES _XAPURI,13540000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,XAPURI-AC,-10.5606,-68.7047,0,13333200,RIO XAPURI,RHN,Ativo,159603,9067323,south_america,geoglows,621.2659078337942,993.6458677792936,1240.1938031126633,1551.7077729922812,1782.8066313192626,2012.1990919521404
35,35,XAPURI,13550000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,XAPURI-AC,-10.6511,-68.5075,0,13330000,RIO ACRE,RHN,Ativo,159640,9067598,south_america,geoglows,1092.3679913822205,1437.132213747981,1665.3961278789495,1953.8081884993335,2167.768730823839,2380.149422089388
36,36,CAPIXABA _Colocacao Sao Jose,13568000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CAPIXABA-AC,-10.3886,-67.9353,0,13330000,RIO ACRE,RHN,Ativo,159640,9066954,south_america,geoglows,1628.78975255132,2346.1654376157016,2821.130562046326,3421.250255872554,3866.4533270425995,4308.369088619027
37,37,ESPALHA _Seringal Belo Horizonte,13572000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-10.005,-68.5294,0,13334000,RIOZINHO DA ROLA ou RIO BRANCO,RHN,Ativo,158542,9064884,south_america,geoglows,497.3733708969336,814.1509807614985,1023.8853222211698,1288.8852186504246,1485.4772801404285,1680.6177367076123
38,38,RIO ROLA _Ramal do Barro Alto,13578000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-10.0567,-67.9639,0,13334000,RIOZINHO DA ROLA ou RIO BRANCO,RHN,Ativo,158700,9065310,south_america,geoglows,852.8577065509244,1336.1578212097684,1656.1445504444946,2060.4486311009455,2360.3844943071845,2658.105678180694
39,39,RIO BRANCO,13600002,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIO BRANCO-AC,-9.975,-67.8008,0,13330000,RIO ACRE,RHN,Ativo,158626,9065146,south_america,geoglows,1565.7718235847901,1988.8961456924617,2269.0412641898324,2623.0053640615715,2885.596153812374,3146.248014390754
40,40,FLORIANO PEIXOTO,13650000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,BOCA DO ACRE-AM,-9.0667,-67.3969,0,13330000,RIO ACRE,RHN,Ativo,156817,9060845,south_america,geoglows,2042.655028297275,2521.7768826173433,2838.9972399453713,3239.8060023641997,3537.148838829082,3832.2961424636637
41,41,VALPARAISO - MONTANTE,13710001,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,BOCA DO ACRE-AM,-8.6533,-67.375,0,13300000,RIO PURUS,RHN,Ativo,156153,9059088,south_america,geoglows,6302.0917573536135,6964.8065913743685,7403.5814762165255,7957.9747063842615,8369.25527465374,8777.499011766178
42,42,LABREA,13870000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,LABREA-AM,-7.2581,-64.7975,60,13300000,RIO PURUS,RHN,Ativo,153440,9052998,south_america,geoglows,11654.995048295143,12612.776495682972,13246.911153167324,14048.141973957188,14642.54076773354,15232.55061411993
43,43,CRISTO,13885000,1,13,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agencia Nacional de Aguas,LABREA-AM,-7.4644,-64.2433,0,13360200,RIO MUCUIM,RHN,Ativo,153883,9053746,south_america,geoglows,707.9160284784488,874.3883619819792,984.6075319970105,1123.8697454963576,1227.1824109290649,1329.7322318572938
44,44,ARUMA - JUSANTE,13962000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BERURI-AM,-4.7286,-62.1453,0,13300000,RIO PURUS,RHN,Ativo,148362,9041384,south_america,geoglows,28774.892470671315,33122.523997213575,36001.03436768609,39638.03985156117,42336.17828617875,45014.39409012418
45,45,BERURI,13990000,1,13,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BERURI-AM,-3.8989,-61.3742,0,13300000,RIO PURUS,RHN,Ativo,147169,9038259,south_america,geoglows,29818.197026440947,34160.7200239749,37035.84810373614,40668.58005433124,43363.548137832935,46038.61700003746
46,46,MANACAPURU,14100000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MANACAPURU-AM,-3.3106,-60.6094,0,10001000,RIO SOLIMOES_AMAZONAS,RHN,Ativo,145659,9035216,south_america,geoglows,138252.6787544698,147913.55718526934,154309.8993272281,162391.69457996727,168387.2319770933,174338.49926720353
47,47,CUCUI,14110000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO GABRIEL DA CACHOEIRA-AM,1.2153,-66.8525,0,14200000,RIO NEGRO,RHN,Ativo,139003,9020047,south_america,geoglows,9738.847611657857,10647.767390973799,11249.551372600536,12009.907028684325,12573.982290257123,13133.89250864184
48,48,CURICURIARI,14330000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO GABRIEL DA CACHOEIRA-AM,-0.2006,-66.8022,0,14200000,RIO NEGRO,RHN,Ativo,140788,9024129,south_america,geoglows,23206.98512196964,25239.53430191088,26585.258716971748,28285.585082847418,29546.984313478973,30799.069570194453
49,49,UAICAS,14488000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.5497,-63.1692,0,14261000,RIO URARICOERA,RHN,Ativo,136406,9013696,south_america,geoglows,1573.0908722630204,1820.0108574321673,1983.49337283098,2190.0539644211262,2343.2924111921516,2495.399369326188
50,50,MARACA,14489000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.3528,-61.4222,0,14261000,RIO URARICOERA,RHN,Ativo,136518,9014138,south_america,geoglows,3326.0940102174545,3819.083423867278,4145.485312127756,4557.894963219501,4863.844001611461,5167.533960329014
51,51,FAZENDA CAJUPIRANGA,14495000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO ALEGRE-RR,3.4381,-61.0367,0,14261000,RIO URARICOERA,RHN,Ativo,136363,9013872,south_america,geoglows,3073.937756897923,3623.039490585714,3986.592617205397,4445.94295645002,4786.71527883597,5124.97139188474
52,52,MOCIDADE,14500000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,3.4644,-60.9097,0,14261000,RIO URARICOERA,RHN,Ativo,136417,9013803,south_america,geoglows,3353.8969757496307,4293.120234830212,4914.967756853919,5700.673749416694,6283.555338746679,6862.133021916468
53,53,FAZENDA PASSARAO,14515000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,3.2078,-60.5711,0,14261000,RIO URARICOERA,RHN,Ativo,136841,9014989,south_america,geoglows,4274.002985911079,5185.86001731933,5789.588715409913,6552.401525901115,7118.29964498013,7680.019261177371
54,54,PONTE DO TACUTU,14527000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,NORMANDIA-RR,3.5675,-59.8883,0,14263200,RIO TACUTU,RHN,Ativo,136213,9013558,south_america,geoglows,2472.1097720869407,3316.4681447143166,3875.5068574398656,4581.853752951492,5105.862230640713,5626.001511984731
55,55,VILA SURUMU,14530000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PACARAIMA-RR,4.1961,-60.7939,0,14264000,RIO SURUMU,RHN,Ativo,135584,9012159,south_america,geoglows,875.4798580798963,1224.5247161206241,1455.622783538821,1747.6158043508126,1964.2329075105026,2179.250543983031
56,56,FAZENDA BANDEIRA BRANCA,14540000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,UIRAMUTA-RR,4.6306,-60.4706,0,14264200,RIO COTINGO,RHN,Ativo,135026,9010956,south_america,geoglows,589.1406564614009,889.7263361541343,1088.7402109337206,1340.194769293282,1526.7381252155421,1711.9040742795412
57,57,FAZENDA PARAISO,14558000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BONFIM-RR,3.3178,-60.3447,0,14263200,RIO TACUTU,RHN,Ativo,136658,9014227,south_america,geoglows,4005.5413298833873,5706.056202564447,6831.945014960699,8254.508514096744,9309.847382767768,10357.393794889958
58,58,BOA VISTA,14620000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BOA VISTA-RR,2.8267,-60.6561,0,14260000,RIO BRANCO,RHN,Ativo,137278,9015469,south_america,geoglows,10001.361394724054,12824.25512047538,14693.256395010598,17054.744460012174,18806.63120841563,20545.582300064016
59,59,FE E ESPERANCA,14680001,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MUCAJAI-RR,2.8708,-61.4406,0,14265400,RIO MUCAJAI,RHN,Ativo,137095,9015340,south_america,geoglows,898.9185264774856,1111.6887329582405,1252.5611233950472,1430.5537621574197,1562.5988695549688,1693.6689766067266
60,60,MUCAJAI,14690000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MUCAJAI-RR,2.4714,-60.9178,0,14265400,RIO MUCAJAI,RHN,Ativo,137529,9016573,south_america,geoglows,1464.930577599986,1779.4239439160724,1987.6459173880617,2250.73493285567,2445.9093936878103,2639.6427169378653
61,61,CARACARAI,14710000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARACARAI-RR,1.8214,-61.1236,0,14260000,RIO BRANCO,RHN,Ativo,138243,9018279,south_america,geoglows,9179.265637311844,11295.16280125812,12696.070834077707,14466.121847280456,15779.24680437226,17082.67585290323
62,62,FAZENDA ANAUA,14740000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARACARAI-RR,1.1292,-60.2236,0,14266000,RIO ANAUA,RHN,Ativo,139051,9020168,south_america,geoglows,802.4186018651235,1216.3231291260654,1490.3639411940799,1836.6152337101257,2093.4842223645423,2348.4565307276766
63,63,BASE ALALAU,14850000,1,14,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RORAINOPOLIS-RR,-0.8586,-60.52,59,14271200,RIO ALALAU,RHN,Ativo,141752,9026237,south_america,geoglows,595.5333691671627,762.7165423147715,873.4063500263809,1013.2632155029909,1117.0170277423742,1220.0047381185057
64,64,UHE GUAPORE BARRAMENTO,15044000,1,15,00803 - CONS.GUAPORE - CONS.GUAPORE,00803 - CONS.GUAPORE - CONS.GUAPORE,PONTES E LACERDA-MT,-15.1236,-58.9622,305,15210000,RIO GUAPORE,Setor Eletrico,Ativo,167132,9084368,south_america,geoglows,207.01103111153762,412.3214499686669,548.2548119010945,720.0069750550733,847.4225411544445,973.897290714267
65,65,PIMENTEIRAS,15130000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIMENTEIRAS DO OESTE-RO,-13.4858,-61.05,0,15210000,RIO GUAPORE,RHN,Ativo,164528,9078438,south_america,geoglows,969.3959426820778,1057.9345561970324,1116.5548223428964,1190.6216840175082,1245.5687131330237,1300.110022010632
66,66,PEDRAS NEGRAS,15150000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COSTA MARQUES-RO,-12.8514,-62.8992,152,15210000,RIO GUAPORE,RHN,Ativo,163534,9076251,south_america,geoglows,1818.309089884433,2060.0392061326897,2220.085576720478,2422.3045902328513,2572.3222063698654,2721.2321159777157
67,67,PRINCIPE DA BEIRA,15200000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COSTA MARQUES-RO,-12.4267,-64.4253,0,15210000,RIO GUAPORE,RHN,Ativo,162792,9074562,south_america,geoglows,5270.808990133796,6002.438672100253,6486.841182761244,7098.885039107568,7552.93413521179,8003.63060406285
68,68,BOCA DO POMPEU - JUSANTE,15248010,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GUAJARA-MIRIM-RO,-10.9175,-65.0433,0,15221400,RIO OURO PRETO,RHN,Ativo,160342,9069155,south_america,geoglows,310.5141046988593,412.2009958678872,479.52656589013577,564.592602089873,627.6994472042602,690.3403212802576
69,69,GUAJARA-MIRIM,15250000,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GUAJARA-MIRIM-RO,-10.7925,-65.3478,109,15201000,RIO MAMORE,RHN,Ativo,159990,9068200,south_america,geoglows,16019.225482413318,19089.03988674556,21121.524135778513,23689.573372442937,25594.698997948493,27485.757474884493
70,70,UHE JIRAU JUSANTE RIO BENI,15318000,1,15,00342 - ESBR - ESBR,00342 - ESBR - ESBR,NOVA MAMORE-RO,-10.3569,-65.3614,130,15200000,RIO MADEIRA,Setor Eletrico,Ativo,159199,9066500,south_america,geoglows,73181.0453648986,93536.03533573382,107012.80984254497,124040.75015813745,136673.04901816644,149212.0729663156
71,71,ABUNA,15320002,1,15,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PORTO VELHO-RO,-9.7053,-65.3667,75,15200000,RIO MADEIRA,RHN,Ativo,158371,9064511,south_america,geoglows,36686.81348824657,41381.65093315911,44490.04183297655,48417.501975080435,51331.11626761337,54223.21688956274
